Episode,Reward
1,23.396566709215236
2,23.410090147091015
3,23.403266606828993
4,23.212151972909677
5,22.08239035708373
6,21.315998594218573
7,21.948261549534276
8,22.403361076911615
9,22.775126536722833
10,23.055493651333403
11,23.57835493312297
12,24.076440968863682
13,24.486934553555407
14,24.792852723865206
15,25.214743991568252
16,26.25861892690376
17,27.163283677286294
18,27.82602699348756
19,28.537478139124147
20,28.81243523183458
21,28.65715449897197
22,28.601268702940526
23,28.59070967117499
24,28.523525250855926
25,28.376563249820236
26,28.421874540269187
27,28.351136826625254
28,28.20785931096401
29,28.251581989165032
30,28.150570338980568
31,28.074298036779503
32,27.979266813504523
33,27.92348588540148
34,27.94375875886651
35,28.079095719336827
36,28.364545272844055
37,28.38165481676693
38,28.124490600031265
39,28.016094920049067
40,27.880705851674396
41,27.499355069810626
42,27.123203595801147
43,26.850362805245087
44,26.59532105419015
45,26.298951970652475
46,25.614260752254847
47,24.94806208988244
48,24.43373820198865
49,23.809416685811534
50,23.590004192218213
51,23.516775325677433
52,23.498667028873047
53,23.457820325461814
54,23.434361326699452
55,23.475935809405723
56,23.36869134051567
57,23.5299223897224
58,23.572817672549856
59,23.459751128998985
60,23.645223756906226
61,23.92102314611862
62,23.939840280429106
63,24.323138603299146
64,24.313943852256486
65,24.247251892900227
66,24.30778116292997
67,24.227141533518292
68,24.356138452562167
69,24.380841729925084
70,24.49850566959767
71,24.898030574273093
72,24.949865512079096
73,24.8769154425815
74,25.33502407801709
75,25.871476835305987
76,25.96874610554547
77,26.392688598653763
78,26.441012499027998
79,26.775263627444122
80,26.83884607643977
81,27.185403730403653
82,27.105785658738803
83,27.37462254426858
84,27.497111644266315
85,27.64257664955218
86,27.64265912840085
87,27.70960038174532
88,27.865990781896354
89,27.847341952467705
90,27.62277063530887
91,27.55365306301285
92,27.676364182907335
93,27.564568131343623
94,27.630566106642934
95,27.73724267924668
96,27.513706567229345
97,27.302885592812565
98,27.255610300539704
99,27.282221226975825
100,27.43409377138931
101,27.338025731974085
102,27.608314370572067
103,27.801086362609077
104,27.7586072455404
105,27.496519254774853
106,27.790287255307412
107,27.469489373419957
108,27.61416495610126
109,27.194053035993647
110,27.05653825409054
111,26.89827700454907
112,26.962792655440957
113,26.620078616711222
114,26.47395984332743
115,26.267218671594357
116,26.09778155006823
117,25.73487162807121
118,25.305559318202754
119,25.738173471540733
120,25.712610670823437
121,25.801945699937207
122,26.069832392918116
123,25.863701300416015
124,26.071294603041192
125,26.320269685549366
126,26.356389333055283
127,26.688434969490444
128,27.077628421918757
129,27.33829711328928
130,26.956100055401073
131,26.957444710993453
132,26.7885910844979
133,26.568146002895542
134,26.074774026163436
135,25.70263077631126
136,25.47582026089345
137,25.505761931687495
138,25.426599447712558
139,25.40233467766126
140,25.279803301333494
141,25.169858729561714
142,25.033271721823503
143,25.399985500981114
144,25.24223329969543
145,25.313933249994125
146,26.021192784442135
147,26.294354713968172
148,26.487878613375155
149,26.07027490096511
150,26.281824770358778
151,26.030245987078366
152,25.737670186535514
153,25.95247767056262
154,26.570821810266484
155,26.526904032515738
156,26.54923142498489
157,26.52333919379618
158,26.257089207997094
159,26.325685881331914
160,26.562153499034277
161,26.63792518249703
162,26.588102852252465
163,26.958548535842656
164,27.156410990175974
165,27.73637470271336
166,27.5682992022062
167,27.59993961286518
168,27.478666196061713
169,27.49544511470732
170,27.83411670031107
171,28.039195674351298
172,28.341942262068663
173,28.211298831818258
174,28.568698899754835
175,28.74528227369291
176,28.38552880442056
177,28.410009780489137
178,28.689891687712144
179,28.88488073124103
180,28.954542958159156
181,29.26216606997555
182,29.500426064293187
183,29.545050512904098
184,28.95607447150473
185,29.046781940357384
186,29.34467284857754
187,29.517176109754576
188,29.767200479656026
189,29.69218056384033
190,29.892759409032976
191,29.981572129976364
192,30.328164916832314
193,30.358853743844847
194,30.398448827461362
195,29.99404204991602
196,30.104631589842523
197,30.03385466006132
198,30.074658008519698
199,30.232867203599312
200,29.9934001972611
201,29.747471284870024
202,29.51779303832127
203,29.499020034695246
204,29.494771221356288
205,29.491064907166514
206,29.47717311016082
207,29.47835086774163
208,29.3970872112731
209,29.219746028724266
210,29.088593074359448
211,28.78254670763105
212,28.769584380903872
213,28.758669376730367
214,28.578379379571064
215,28.54286574930209
216,28.51578973437216
217,28.50690681704076
218,28.406064527083917
219,28.389403096227685
220,28.402500669012326
221,28.40840947954429
222,28.404946273555076
223,28.463226204282577
224,28.662134033804197
225,28.882377988327914
226,29.117918268013504
227,29.366948125391065
228,29.5933372942461
229,29.82335655239332
230,30.061401547850586
231,30.287309988115613
232,30.502573733857798
233,30.49960835137831
234,30.513064298496353
235,30.494528466828417
236,30.513048376326903
237,30.510588835797144
238,30.588325228121803
239,30.76887473715199
240,30.895506198323687
241,31.20406108506771
242,31.239778978480206
243,31.2650356857031
244,31.440332747294608
245,31.468430519363164
246,31.4702940863529
247,31.439983224829664
248,31.54411655730157
249,31.559611837708594
250,31.569034425245796
251,31.580177948062378
252,31.576594452170127
253,31.5502637270767
254,31.540696772363905
255,31.087372184559925
256,30.791460632156525
257,30.50404854496855
258,30.518252140086993
259,30.52932762539992
260,30.07895527179909
261,30.085249350983972
262,29.807998004716072
263,29.58319554924289
264,29.340585151794702
265,29.127407436747387
266,28.900729503666597
267,28.513427721114436
268,28.508655744083416
269,28.495898299794323
270,28.499695377584334
271,28.479487842886776
272,28.461375983534257
273,28.45604610388877
274,28.444347104181947
275,28.447392933202988
276,28.47797439264029
277,28.4222581450066
278,28.35339053411193
279,28.35348495521277
280,28.324192972038148
281,28.3161042971269
282,28.3206269171826
283,28.324976235065726
284,28.306502407808196
285,28.769301512732195
286,29.0672420939724
287,29.336572519068444
288,29.32244796741453
289,29.308380281427958
290,29.476404664127504
291,29.20041482308013
292,29.284176061754042
293,29.27863967967014
294,29.525310303504952
295,29.76729004384787
296,29.984693740677073
297,30.354143845459863
298,30.120537998571884
299,29.66878354864867
300,29.656842450819227
301,29.521715161351743
302,29.522338452447237
303,29.512387928601875
304,29.508263943833224
305,29.50421595540062
306,29.49757623124071
307,29.585253381608116
308,29.655890153533488
309,29.655935676479512
310,29.669615178505563
311,29.67277108211889
312,29.662697072641073
313,29.6815523503896
314,29.691820997471844
315,29.683021654157887
316,29.678496407390835
317,29.67168449703246
318,29.689921679301627
319,29.70641710718928
320,29.995007761891248
321,30.262782553291814
322,30.464986712391614
323,30.67411964305378
324,30.399096541676908
325,30.106538430599297
326,29.87132737150736
327,29.65939190673529
328,29.666055094659708
329,29.816428951301397
330,29.592909873385356
331,29.49617898522142
332,29.187096384830717
333,28.848032845545287
334,28.487567759956054
335,28.365924241155884
336,28.337064665411038
337,28.0849617521482
338,27.71132353714331
339,27.477385294042254
340,27.490089345715987
341,27.491910412843094
342,27.503239569089413
343,27.486838710575643
344,27.488833618077155
345,27.493182932412704
346,27.505233154534444
347,27.51886870344072
348,27.51329146606893
349,27.48717571493936
350,27.475826928773106
351,27.49205322104824
352,27.51694347559329
353,27.543000147841433
354,27.80571596139682
355,28.091418820969725
356,28.330054869902394
357,28.576054721763512
358,28.82086847735898
359,29.123295247594708
360,29.364338101077134
361,29.610547613422757
362,29.927632547231873
363,30.258608738566895
364,30.61772517537455
365,30.741196243750696
366,30.765868605709127
367,31.02060183290487
368,31.391111468781283
369,31.631404889330497
370,31.60835722182717
371,31.57661567845221
372,31.556928436542407
373,31.577373996379706
374,31.589781231012605
375,31.611426206765508
376,31.59243053824974
377,31.593753207502534
378,31.584360485679895
379,31.602055877371598
380,31.612480600870303
381,31.60962835662012
382,31.588985300044023
383,31.578411817120692
384,31.58054163383971
385,31.557967907441554
386,31.55210697223186
387,31.549167635061103
388,31.543424163535196
389,31.527646354432214
390,31.522142167821226
391,31.52948004649054
392,31.53200390777632
393,31.548197725920577
394,31.561975703335158
395,31.566943833807663
396,31.56374409732696
397,31.554018542365196
398,31.542330052727674
399,31.534656329656503
400,31.560626078654156
401,31.58616274518401
402,31.60907127545511
403,31.60033621070105
404,31.59761852352841
405,31.597317379719932
406,31.613519559928623
407,31.601241409840593
408,31.59859547969892
409,31.603492109308732
410,31.593383750287593
411,31.588842248556805
412,31.589800495671604
413,31.609229534323212
414,31.600914699672483
415,31.632903912288302
416,31.64165877616444
417,31.63561347044095
418,31.619166798592566
419,31.61839162085801
420,31.580312568115744
421,31.57262677151356
422,31.54081640155871
423,31.5453207890773
424,31.544952908502193
425,31.542152292557756
426,31.53706969712699
427,31.557718809801326
428,31.564161250291978
429,31.553048464061703
430,31.508614265336966
431,31.490730010774453
432,31.486117744528713
433,31.48913381999052
434,31.499769140296348
435,31.49615084492175
436,31.50095200190894
437,31.50331779121434
438,31.504182961027944
439,31.49399003753554
440,31.495714809713157
441,31.479967582995187
442,31.473409196945138
443,31.463629657526372
444,31.48038035342121
445,31.442944872901766
446,31.44642170896939
447,31.443099123628425
448,31.443688711422904
449,31.45460191565058
450,31.497781165295564
451,31.478758780753836
452,31.513580357198414
453,31.515350020709885
454,31.506575230034567
455,31.50800439118227
456,31.528352959950094
457,31.516009120996987
458,31.52501234559932
459,31.543656208760503
460,31.582057230434987
461,31.597874881879203
462,31.589598913312194
463,31.587650601332086
464,31.581781711161273
465,31.57913926833411
466,31.572214693149046
467,31.57499964184855
468,31.580499868731067
469,31.576563994713833
470,31.581456590007132
471,31.609084384509043
472,31.623726826623436
473,31.620136134668705
474,31.592080388089872
475,31.59824287937614
476,31.597095052098485
477,31.615222898584932
478,31.616973863729225
479,31.62663378965209
480,31.618517594070816
481,31.641482854471953
482,31.642585895107764
483,31.623696592057385
484,31.6371638471892
485,31.63203747557305
486,31.626435508038735
487,31.62928015171671
488,31.63271198751279
489,31.63320640075484
490,31.621650060891287
491,31.611789502365266
492,31.628213803908455
493,31.61987626058079
494,31.60512641162427
495,31.5883880167691
496,31.580948250946072
497,31.58414587833836
498,31.576793492150845
499,31.594833276795757
500,31.585945925075215
